            0         1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99       100       101       102       103       104       105       106       107       108       109       110       111       112       113       114       115       116       117       118       119       120       121       122       123       124       125       126       127       128       129       130       131       132       133       134       135       136       137       138       139       140       141       142       143       144       145       146       147       148       149       150       151       152       153       154       155       156       157       158       159       160       161       162       163       164       165       166       167       168       169       170
38  -0.015540 -0.012091 -0.036627 -0.006711 -0.003156 -0.007258 -0.001804 -0.000305 -0.014236 -0.044698 -0.008198 -0.045413 -0.048176 -0.003154 -0.001499 -0.006171 -0.014411 -0.009966 -0.009216 -0.029726 -0.031566 -0.000476  0.011774  0.018738  0.008918  0.289802  0.286069 -0.000469  0.011777  0.018733  0.008922  0.288319  0.284535 -0.000417 -0.013258 -0.070586 -0.005452  0.993887  1.000000  0.007272  0.044774  0.092193  0.030888  0.315830  0.314452  0.009311  0.020780  0.043924  0.016454  0.315948  0.314168  0.024528  0.015925  0.008783  0.024299  0.287281  0.283738 -0.005089  0.025295  0.032819  0.031216  0.013024  0.012020 -0.005091  0.025303  0.032821  0.031218  0.013191  0.012322  0.004295 -0.006556 -0.001946 -0.000356  0.018527  0.018243 -0.003673  0.040999  0.046889  0.047037  0.013465  0.014335 -0.003436  0.023009  0.028287  0.028378  0.013882  0.015151  0.019429  0.019768  0.028068  0.033061  0.012087  0.012604 -0.003273 -0.002259  0.005139 -0.002010 -0.064111 -0.066989 -0.011996 -0.015417 -0.013469 -0.014514  0.011082  0.011936 -0.000055 -0.018425 -0.034085 -0.009105 -0.008195 -0.009625 -0.014216 -0.036762 -0.026560 -0.027659 -0.058081 -0.057211 -0.000004 -0.025742 -0.042456 -0.017332  0.099650  0.098586 -0.013451 -0.013311 -0.002144 -0.014187  0.010523  0.008559 -0.003856  0.002355  0.010277  0.009869 -0.009730 -0.011806 -0.013963 -0.017325 -0.002975 -0.013499 -0.010378 -0.009864 -0.001793 -0.017826 -0.009378 -0.009959  0.001956  0.000919 -0.011526 -0.031085 -0.006747 -0.028286 -0.003702 -0.003835  0.000778 -0.018375 -0.007877 -0.006997  0.000281  0.000267 -0.000923 -0.002921 -0.004565 -0.005776  0.011233  0.010813 -0.015540 -0.007872 -0.003156 -0.006711 -0.007830 -0.015538
39   0.132222 -0.049559  0.103381 -0.061135 -0.007820 -0.063364 -0.014419  0.171953  0.144297 -0.004066  0.169736  0.012716  0.004647 -0.007826  0.008998 -0.006457  0.136813  0.187762  0.138264  0.148723  0.156526  0.342975  0.199523 -0.019588  0.280869  0.036096  0.034193  0.342984  0.199508 -0.019587  0.280861  0.036155  0.034246  0.061026  0.054609 -0.010411  0.060346  0.007153  0.007272  1.000000  0.899060 -0.025682  0.964219  0.028196  0.032733  0.993704  0.948957 -0.053061  0.981260  0.025787  0.030157  0.482836  0.277713 -0.164721  0.416969  0.004953  0.007810 -0.020687  0.140586  0.123142  0.105158  0.165748  0.168787 -0.020686  0.140575  0.123136  0.105162  0.165797  0.168717 -0.005272  0.025477  0.005646 -0.000657  0.183072  0.181497 -0.026285  0.797018  0.788097  0.766046  0.186421  0.183637 -0.024759  0.874318  0.869010  0.844715  0.186628  0.184143  0.108029  0.267890  0.257883  0.266873  0.145389  0.142314  0.017391 -0.031613 -0.067476  0.000231  0.003428  0.000852  0.081591  0.076383 -0.038910  0.078495  0.000203  0.001044 -0.052835 -0.094614 -0.076333 -0.070917 -0.006247 -0.006805  0.160801  0.008338 -0.185862  0.089305 -0.008148 -0.008216 -0.019780 -0.071746 -0.065168 -0.040962 -0.019608 -0.021297 -0.056161 -0.091506 -0.062503 -0.078856  0.004212  0.003875  0.011099  0.047624  0.040116  0.038653  0.037738  0.040321  0.062786  0.028377 -0.066124  0.046765 -0.039535 -0.040636 -0.066428  0.085070  0.093514  0.060990 -0.079724 -0.079716  0.057168  0.083653  0.032306  0.083395 -0.044636 -0.044983 -0.090427  0.022825  0.052125 -0.009594 -0.116822 -0.119251 -0.007042  0.002290  0.006295  0.004551  0.039901  0.040757  0.132222 -0.050583 -0.007820 -0.061135 -0.050500  0.075195
40   0.126175 -0.032112  0.041124 -0.048052 -0.008387 -0.050930  0.002774  0.146630  0.134752  0.024748  0.149340 -0.057713 -0.057489 -0.008397  0.014099 -0.004439  0.128715  0.172318  0.126728  0.104767  0.112377  0.300619  0.285368  0.125523  0.315586  0.057807  0.057597  0.300625  0.285357  0.125523  0.315585  0.057874  0.057655  0.052142  0.061851  0.038956  0.054317  0.044662  0.044774  0.899060  1.000000  0.402704  0.977965  0.053081  0.058681  0.899271  0.966492  0.308408  0.943670  0.047492  0.052947  0.470573  0.382999  0.019044  0.470146  0.018076  0.022000 -0.015683  0.209924  0.193056  0.173156  0.199842  0.202106 -0.015680  0.209914  0.193050  0.173163  0.199898  0.202065 -0.005768  0.028706  0.006470 -0.000503  0.240084  0.238758 -0.019442  0.885354  0.877445  0.856789  0.226454  0.222763 -0.020324  0.885004  0.879011  0.856205  0.226865  0.223397  0.148167  0.355098  0.339077  0.354166  0.178143  0.174409  0.006423 -0.019490 -0.030626 -0.000919 -0.015068 -0.016070  0.044204  0.035713 -0.041885  0.038440 -0.008495 -0.008281 -0.062611 -0.089983 -0.058880 -0.075721 -0.013257 -0.013170  0.091895 -0.025106 -0.131568  0.034418 -0.024539 -0.024640 -0.026364 -0.048311 -0.027121 -0.028915 -0.022328 -0.024179 -0.062869 -0.073544 -0.029151 -0.068782  0.026654  0.026665  0.007919  0.056257  0.048607  0.046006  0.018450  0.021171  0.026585 -0.006058 -0.076525  0.009590 -0.042386 -0.043777 -0.075401  0.074855  0.078432  0.042921 -0.085548 -0.085557 -0.000898  0.041309  0.047318  0.027189 -0.061595 -0.061812 -0.098816  0.016092  0.043873 -0.022075 -0.112263 -0.114397 -0.007794  0.000413  0.002844 -0.000432  0.047010  0.047890  0.126175 -0.041850 -0.008387 -0.048052 -0.041759  0.034318
41   0.004220 -0.011626 -0.139033 -0.008779 -0.004460 -0.010402  0.012608 -0.022093  0.002056  0.064320 -0.010706 -0.176083 -0.167528 -0.004465  0.008088  0.000337  0.002008 -0.003497 -0.003774 -0.077552 -0.075971 -0.024655  0.248523  0.355712  0.152410  0.059493  0.059862 -0.024660  0.248539  0.355714  0.152428  0.059523  0.059885 -0.007563  0.009153  0.090197 -0.001239  0.092248  0.092193 -0.025682  0.402704  1.000000  0.215676  0.065692  0.067854 -0.013288  0.232830  0.848355  0.114017  0.057981  0.060125  0.075565  0.295114  0.407574  0.214306  0.035064  0.037301  0.003072  0.197125  0.202538  0.194353  0.118536  0.118304  0.003076  0.197138  0.202539  0.194361  0.118562  0.118364 -0.002547  0.001724 -0.000921 -0.001658  0.181295  0.181852  0.005660  0.355468  0.360307  0.359046  0.137510  0.136353  0.000434  0.203484  0.204059  0.202109  0.138143  0.136868  0.114478  0.255995  0.251648  0.265014  0.112500  0.111237 -0.020819  0.009570  0.067117 -0.001943 -0.045947 -0.045076 -0.077763 -0.087071 -0.015084 -0.085102 -0.014665 -0.014700 -0.032437 -0.024323  0.013216 -0.027452 -0.016796 -0.016189 -0.124193 -0.093719  0.078854 -0.118045 -0.040211 -0.040201 -0.018364  0.016148  0.062625  0.016253 -0.007155 -0.008250 -0.026409  0.020999  0.065953  0.007284  0.057071  0.057309 -0.008241  0.022387  0.026285  0.024090 -0.038957 -0.038478 -0.078732 -0.083398 -0.039269 -0.084024 -0.016312 -0.017134 -0.034301 -0.021771 -0.023626 -0.035061 -0.033861 -0.034006 -0.125362 -0.091668  0.043404 -0.122783 -0.054797 -0.054661 -0.037177 -0.022600 -0.012152 -0.032288 -0.015889 -0.015775 -0.003356 -0.006868 -0.009081 -0.013052  0.024987  0.025365  0.004220 -0.010556 -0.004460 -0.008779 -0.010523 -0.087798
42   0.128885 -0.052156  0.068444 -0.061269 -0.008671 -0.064979  0.000569  0.161505  0.139429  0.009151  0.161762 -0.025420 -0.030092 -0.008677  0.009550 -0.006377  0.133018  0.182037  0.133963  0.126451  0.134367  0.326421  0.245696  0.056280  0.304609  0.049742  0.047803  0.326428  0.245686  0.056282  0.304604  0.049806  0.047859  0.057368  0.053774  0.007400  0.058034  0.030776  0.030888  0.964219  0.977965  0.215676  1.000000  0.043995  0.048815  0.962109  0.977337  0.141791  0.982728  0.039579  0.044251  0.489180  0.335730 -0.073643  0.455710  0.013044  0.016271 -0.019240  0.176808  0.161456  0.142491  0.185819  0.188770 -0.019238  0.176800  0.161451  0.142497  0.185874  0.188715 -0.005708  0.024370  0.005017 -0.001119  0.216339  0.214918 -0.023523  0.866982  0.860253  0.838620  0.209889  0.207086 -0.023482  0.897486  0.892903  0.868913  0.210210  0.207672  0.134421  0.317347  0.305902  0.320100  0.164531  0.161324  0.012121 -0.029623 -0.052095 -0.000727 -0.007675 -0.009551  0.060236  0.053014 -0.041093  0.055516 -0.005366 -0.004593 -0.058450 -0.098257 -0.072449 -0.075278 -0.010209 -0.010781  0.128081 -0.013549 -0.164194  0.059105 -0.017643 -0.017704 -0.023297 -0.067524 -0.051095 -0.037265 -0.021567 -0.023890 -0.060282 -0.085225 -0.047469 -0.075643  0.016047  0.015774  0.009568  0.050454  0.044291  0.042616  0.027792  0.030353  0.041852  0.007418 -0.073115  0.025161 -0.041972 -0.043181 -0.071819  0.076892  0.084990  0.051011 -0.083939 -0.084024  0.027296  0.059117  0.040105  0.052340 -0.053952 -0.054270 -0.095857  0.015700  0.046739 -0.017287 -0.115952 -0.118338 -0.007400  0.000451  0.003822  0.001269  0.043133  0.044067  0.128885 -0.051347 -0.008671 -0.061269 -0.051260  0.051698
43  -0.003878 -0.005077 -0.016725 -0.004919  0.000011 -0.004741 -0.010952  0.010394 -0.002632 -0.037712  0.003579 -0.020222 -0.020873  0.000013  0.000324 -0.010423 -0.002827  0.001993 -0.004715 -0.010552 -0.010469  0.013182  0.010316  0.004771  0.013116  0.579096  0.567714  0.013185  0.010316  0.004768  0.013117  0.578206  0.566831  0.003596 -0.003608 -0.041446  0.000572  0.313475  0.315830  0.028196  0.053081  0.065692  0.043995  1.000000  0.979647  0.029642  0.039158  0.038033  0.035476  0.967444  0.947939  0.052889  0.030547 -0.014361  0.046912  0.642263  0.636922 -0.010312  0.037415  0.043309  0.039126  0.051418  0.051954 -0.010317  0.037417  0.043307  0.039125  0.051527  0.051988  0.001510  0.001681  0.002934  0.003155  0.037843  0.038599  0.000334  0.055332  0.057870  0.057513  0.044990  0.045514  0.000558  0.049911  0.052516  0.052206  0.044836  0.045399  0.022780  0.054400  0.055122  0.057893  0.028341  0.028271  0.011248  0.007449 -0.003564  0.009248  0.031141  0.028998  0.017402  0.020194  0.008326  0.019327 -0.073292 -0.071788  0.014873 -0.006185 -0.035721  0.004451  0.015654  0.011257  0.022139 -0.025364 -0.072196  0.000256 -0.020289 -0.019077  0.006987 -0.020773 -0.043710 -0.012477  0.019004  0.014715  0.012651 -0.016215 -0.030785 -0.003733  0.068133  0.067507  0.003374 -0.000716  0.000758  0.001279  0.000711  0.000509  0.017923  0.017704  0.008418  0.019052 -0.018806 -0.019404  0.006186 -0.009454 -0.005827 -0.005165  0.003502  0.003084 -0.003870 -0.008303 -0.001857 -0.009139 -0.003743 -0.004110  0.014996 -0.004967 -0.007016 -0.001174 -0.000006  0.000427 -0.007012  0.001407  0.001452 -0.001861  0.029228  0.028510 -0.003878 -0.004763  0.000011 -0.004919 -0.004721  0.020411
44  -0.002835 -0.003563 -0.025621 -0.006955 -0.000937 -0.006766 -0.011810  0.012336 -0.001635 -0.039975  0.005303 -0.031474 -0.033336 -0.000937  0.001862 -0.009713 -0.001970  0.002655 -0.003708 -0.008160 -0.008725  0.016521  0.016253  0.008272  0.017523  0.568210  0.571199  0.016525  0.016252  0.008269  0.017524  0.567320  0.570280  0.004281 -0.001120 -0.040088  0.001250  0.311569  0.314452  0.032733  0.058681  0.067854  0.048815  0.979647  1.000000  0.034202  0.044821  0.040990  0.040404  0.948232  0.966855  0.060214  0.027932 -0.022421  0.050557  0.648511  0.653171 -0.012002  0.042798  0.047649  0.042324  0.056302  0.056290 -0.012008  0.042799  0.047646  0.042322  0.056533  0.056465  0.002765  0.003497  0.003812  0.003897  0.042751  0.043417  0.001742  0.061179  0.063217  0.062974  0.050138  0.050618  0.002122  0.056251  0.058539  0.058413  0.050427  0.051013  0.028744  0.057640  0.057989  0.063778  0.033001  0.032732  0.013351  0.005667 -0.008269  0.010258  0.033861  0.032133  0.019134  0.022961  0.011752  0.021754 -0.084579 -0.083999  0.018099 -0.007916 -0.042415  0.005606  0.016640  0.011461  0.027933 -0.033854 -0.087116 -0.002052 -0.022117 -0.020774  0.008873 -0.024974 -0.049634 -0.013473  0.008527  0.003418  0.014740 -0.019929 -0.035627 -0.004776  0.077371  0.076981  0.004730 -0.000859  0.000821  0.001838  0.001219  0.000890  0.020351  0.019885  0.009920  0.021659 -0.019166 -0.019451  0.008239 -0.009983 -0.006472 -0.005744  0.002248  0.001727 -0.003906 -0.013107 -0.004291 -0.012601 -0.006050 -0.006335  0.017939 -0.008140 -0.009120 -0.002409 -0.001820 -0.001466 -0.007842  0.001445  0.001286 -0.002810  0.030159  0.029845 -0.002835 -0.007534 -0.000937 -0.006955 -0.007478  0.023268
45   0.135574 -0.050407  0.101452 -0.061758 -0.008038 -0.063762 -0.017175  0.177663  0.148285 -0.005841  0.175125  0.011781  0.003756 -0.008041  0.006438 -0.007408  0.140889  0.195364  0.143914  0.147996  0.155822  0.332280  0.192122 -0.020482  0.271386  0.037047  0.035126  0.332289  0.192108 -0.020481  0.271378  0.037105  0.035179  0.058766  0.052156 -0.012188  0.057963  0.009190  0.009311  0.993704  0.899271 -0.013288  0.962109  0.029642  0.034202  1.000000  0.956613 -0.048358  0.988428  0.026780  0.031174  0.478879  0.273651 -0.165524  0.412707  0.004999  0.007875 -0.021005  0.134812  0.117858  0.100105  0.161728  0.164852 -0.021004  0.134802  0.117853  0.100110  0.161778  0.164773 -0.005839  0.023789  0.004542 -0.001587  0.173366  0.171688 -0.027905  0.810639  0.803314  0.781135  0.181561  0.178932 -0.026284  0.879655  0.875244  0.850713  0.181732  0.179344  0.110906  0.265385  0.255131  0.266243  0.140746  0.137717  0.018631 -0.031362 -0.068380  0.001228  0.002686  0.000101  0.078156  0.072661 -0.039142  0.074828 -0.001025 -0.000230 -0.053894 -0.096006 -0.077366 -0.072206 -0.006649 -0.007240  0.160371  0.006914 -0.187074  0.088247 -0.009304 -0.009370 -0.027219 -0.076610 -0.067210 -0.048575 -0.019745 -0.021502 -0.056456 -0.092058 -0.062908 -0.079308  0.004380  0.004036  0.010957  0.046984  0.039797  0.038329  0.040915  0.043462  0.058735  0.024677 -0.066278  0.042844 -0.043239 -0.044444 -0.068025  0.080157  0.088675  0.055987 -0.076885 -0.076939  0.054943  0.079369  0.031174  0.079617 -0.041687 -0.042030 -0.091278  0.020018  0.049916 -0.011933 -0.114077 -0.116516 -0.007158 -0.001076  0.002776  0.001460  0.041425  0.042309  0.135574 -0.051344 -0.008038 -0.061758 -0.051260  0.071443
46   0.138334 -0.045752  0.050810 -0.058708 -0.009094 -0.060856 -0.012491  0.163944  0.148859  0.025672  0.166768 -0.055901 -0.060277 -0.009104  0.011641 -0.006303  0.142138  0.192672  0.141366  0.113909  0.122174  0.314083  0.297147  0.132500  0.330352  0.049951  0.048805  0.314089  0.297139  0.132502  0.330352  0.050019  0.048865  0.054147  0.057690  0.030044  0.056109  0.020638  0.020780  0.948957  0.966492  0.232830  0.977337  0.039158  0.044821  0.956613  1.000000  0.239909  0.988158  0.034659  0.040186  0.476458  0.376138  0.009540  0.471114  0.012228  0.016195 -0.016619  0.218780  0.202352  0.181653  0.204100  0.206921 -0.016615  0.218774  0.202347  0.181661  0.204156  0.206871 -0.006557  0.026112  0.005012 -0.001645  0.239220  0.237851 -0.025388  0.866636  0.857466  0.835053  0.231216  0.227746 -0.024389  0.914564  0.907887  0.883090  0.231599  0.228334  0.135068  0.353236  0.344383  0.350541  0.182241  0.178607  0.010157 -0.021868 -0.034073  0.002202 -0.017324 -0.019662  0.052448  0.044038 -0.043434  0.046801  0.008339  0.008996 -0.064782 -0.097393 -0.063024 -0.078686 -0.013403 -0.013706  0.109018 -0.023141 -0.147631  0.044600 -0.018896 -0.019028 -0.033735 -0.061228 -0.033668 -0.037224 -0.023281 -0.025160 -0.064983 -0.076922 -0.030446 -0.071276  0.020449  0.020240  0.008941  0.058406  0.051741  0.049430  0.019789  0.022672  0.033078 -0.001550 -0.078249  0.015541 -0.051691 -0.053271 -0.078296  0.075489  0.081073  0.044642 -0.092082 -0.092195  0.006776  0.050157  0.051578  0.036362 -0.065563 -0.065844 -0.102402  0.016994  0.048371 -0.020275 -0.121653 -0.123993 -0.007931 -0.002815 -0.000059 -0.002721  0.047633  0.048635  0.138334 -0.050282 -0.009094 -0.058708 -0.050185  0.042588
47   0.011618 -0.021432 -0.181371 -0.017230 -0.005751 -0.018060  0.000094 -0.028599  0.009105  0.104870 -0.010004 -0.248899 -0.241950 -0.005759  0.010708  0.000355  0.008513  0.000766 -0.001732 -0.109335 -0.106672 -0.027084  0.389639  0.550302  0.244836  0.050499  0.050450 -0.027093  0.389666  0.550308  0.244864  0.050537  0.050482 -0.009673  0.011209  0.129685 -0.000260  0.043945  0.043924 -0.053061  0.308408  0.848355  0.141791  0.038033  0.040990 -0.048358  0.239909  1.000000  0.097495  0.032294  0.035273  0.045431  0.376554  0.603304  0.248774  0.029336  0.032387  0.006559  0.310365  0.318452  0.305933  0.166832  0.167084  0.006565  0.310386  0.318453  0.305946  0.166861  0.167179 -0.003447  0.001998 -0.001352 -0.002258  0.254825  0.255694 -0.001593  0.263953  0.261743  0.258331  0.194564  0.193111 -0.003558  0.205375  0.201371  0.197335  0.195411  0.193871  0.093009  0.329618  0.344901  0.325308  0.162947  0.161421 -0.026459  0.018187  0.106799  0.003702 -0.075128 -0.075725 -0.089533 -0.100856 -0.019052 -0.098451  0.038920  0.039478 -0.041939 -0.028163  0.030636 -0.031665 -0.024506 -0.024043 -0.160106 -0.121564  0.107807 -0.152172 -0.035067 -0.035137 -0.024322  0.024038  0.096100  0.028990 -0.012133 -0.013172 -0.034459  0.039815  0.106082  0.018760  0.057647  0.057724 -0.009491  0.036935  0.043188  0.040570 -0.071359 -0.070451 -0.091152 -0.097934 -0.049652 -0.098183 -0.036301 -0.037414 -0.042203 -0.022739 -0.025406 -0.039692 -0.063844 -0.064095 -0.164469 -0.104135  0.075893 -0.151674 -0.092434 -0.092321 -0.046591 -0.019169 -0.003939 -0.031384 -0.040089 -0.040018 -0.003273 -0.008781 -0.011840 -0.016732  0.024846  0.025416  0.011618 -0.018175 -0.005751 -0.017230 -0.018124 -0.101784
48   0.136685 -0.053836  0.075158 -0.064095 -0.008865 -0.066630 -0.013391  0.172644  0.148339  0.008512  0.172736 -0.023084 -0.029894 -0.008869  0.007179 -0.007381  0.141649  0.195474  0.143879  0.131206  0.139388  0.326670  0.246103  0.056960  0.304929  0.044461  0.042467  0.326678  0.246093  0.056962  0.304925  0.044525  0.042524  0.057065  0.052993  0.005256  0.057583  0.016330  0.016454  0.981260  0.943670  0.114017  0.982728  0.035476  0.040404  0.988428  0.988158  0.097495  1.000000  0.031875  0.036657  0.484082  0.326001 -0.080145  0.447519  0.009482  0.012761 -0.019689  0.177247  0.161753  0.142502  0.184406  0.187588 -0.019687  0.177240  0.161748  0.142509  0.184460  0.187522 -0.006315  0.023626  0.004204 -0.001962  0.208546  0.206971 -0.027650  0.848436  0.841076  0.818464  0.208081  0.205361 -0.026408  0.906293  0.901472  0.876418  0.208368  0.205875  0.125144  0.311049  0.302824  0.312015  0.162995  0.159790  0.014743 -0.029075 -0.053515  0.001541 -0.008031 -0.010699  0.064645  0.057539 -0.041672  0.060042  0.003993  0.004870 -0.059596 -0.100130 -0.073367 -0.076587 -0.010192 -0.010776  0.137055 -0.010718 -0.171640  0.065950 -0.014333 -0.014406 -0.030550 -0.073898 -0.054525 -0.045102 -0.021519 -0.023573 -0.061057 -0.086561 -0.048256 -0.076698  0.012410  0.012099  0.010111  0.051839  0.045764  0.044109  0.030175  0.032802  0.045104  0.010191 -0.073117  0.028295 -0.048197 -0.049505 -0.073532  0.076649  0.084920  0.050347 -0.085541 -0.085686  0.031530  0.063731  0.041399  0.057461 -0.054105 -0.054440 -0.097439  0.016717  0.048853 -0.016525 -0.119080 -0.121556 -0.007523 -0.002444  0.000949 -0.001053  0.044396  0.045379  0.136685 -0.053766 -0.008865 -0.064095 -0.053676  0.056195
49  -0.004232 -0.006184 -0.014462 -0.005235 -0.000055 -0.005113 -0.011177  0.010283 -0.003244 -0.039251  0.003208 -0.021727 -0.022494 -0.000052  0.000782 -0.009858 -0.003109  0.001531 -0.004667 -0.012553 -0.012365  0.011243  0.008432  0.003918  0.011069  0.579515  0.568191  0.011246  0.008432  0.003915  0.011070  0.578635  0.567311  0.003509 -0.003651 -0.041639  0.000485  0.313541  0.315948  0.025787  0.047492  0.057981  0.039579  0.967444  0.948232  0.026780  0.034659  0.032294  0.031875  1.000000  0.980134  0.047695  0.025939 -0.014637  0.041612  0.654843  0.649444 -0.011982  0.038747  0.045063  0.040330  0.048453  0.048822 -0.011987  0.038749  0.045061  0.040329  0.048555  0.048843  0.000416  0.001410  0.002722  0.002886  0.034907  0.035958  0.000291  0.050028  0.052488  0.052161  0.041587  0.042222  0.000453  0.047222  0.049797  0.049477  0.041813  0.042233  0.024870  0.051677  0.051639  0.056038  0.026096  0.026082  0.011058  0.006591 -0.005099  0.008671  0.034470  0.032486  0.014415  0.017258  0.009396  0.016346 -0.076242 -0.074768  0.015098 -0.006599 -0.036899  0.004251  0.014802  0.010468  0.020679 -0.025351 -0.069333 -0.000652 -0.023318 -0.022083  0.007092 -0.020963 -0.043961 -0.012475  0.016613  0.012139  0.012338 -0.015487 -0.029352 -0.003410  0.071858  0.071312  0.003979 -0.001403 -0.000069  0.000616 -0.001323 -0.001645  0.015118  0.014822  0.007647  0.016237 -0.019190 -0.019967  0.008201 -0.009959 -0.006636 -0.005090  0.003013  0.002512 -0.005199 -0.011278 -0.003364 -0.011797 -0.002626 -0.003047  0.017184 -0.005004 -0.007593 -0.000530 -0.000709 -0.000204 -0.007694  0.000724  0.000656 -0.002894  0.028732  0.028122 -0.004232 -0.004900 -0.000055 -0.005235 -0.004849  0.017452
50  -0.003222 -0.004176 -0.022994 -0.006599 -0.000704 -0.006636 -0.010781  0.012142 -0.002261 -0.041535  0.004843 -0.032318 -0.034236 -0.000707  0.006242 -0.009664 -0.002290  0.002305 -0.003902 -0.010646 -0.011135  0.014502  0.014605  0.007545  0.015466  0.568814  0.571968  0.014506  0.014604  0.007542  0.015467  0.567932  0.571067  0.004165 -0.001350 -0.041036  0.001069  0.311246  0.314168  0.030157  0.052947  0.060125  0.044251  0.947939  0.966855  0.031174  0.040186  0.035273  0.036657  0.980134  1.000000  0.054884  0.023781 -0.022298  0.045368  0.660737  0.665353 -0.012291  0.044200  0.049273  0.043806  0.052904  0.052707 -0.012296  0.044201  0.049270  0.043804  0.053123  0.052859  0.001542  0.003296  0.003709  0.003740  0.039642  0.040603  0.001711  0.055699  0.057645  0.057425  0.046635  0.047201  0.001995  0.053356  0.055604  0.055456  0.047183  0.047585  0.031024  0.054955  0.054240  0.061804  0.030287  0.030077  0.013058  0.005037 -0.009415  0.009715  0.036885  0.035356  0.015889  0.019905  0.013423  0.018628 -0.086871 -0.086388  0.017875 -0.008094 -0.042855  0.005167  0.015342  0.010192  0.025912 -0.033730 -0.083800 -0.003092 -0.025468 -0.024072  0.008984 -0.024621 -0.049519 -0.013409  0.006198  0.001113  0.014352 -0.018669 -0.033671 -0.004332  0.080519  0.080209  0.004928 -0.001626 -0.000086  0.001006 -0.001252 -0.001685  0.017599  0.017198  0.009311  0.018953 -0.019305 -0.019783  0.009902 -0.010436 -0.007414 -0.006006  0.001256  0.000677 -0.005296 -0.015921 -0.005923 -0.015120 -0.005253 -0.005601  0.020015 -0.008247 -0.010161 -0.002324 -0.003001 -0.002550 -0.008303  0.000898  0.000536 -0.003700  0.029824  0.029616 -0.003222 -0.007035 -0.000704 -0.006599 -0.006970  0.020220
51   0.113478 -0.094020 -0.189917 -0.104453  0.034697 -0.108857 -0.014805  0.128685  0.121514  0.039110  0.134307 -0.093926 -0.101920  0.034691  0.007551 -0.003301  0.109768  0.134187  0.094568  0.126111  0.133009  0.526390  0.402246  0.101985  0.495721  0.058867  0.057281  0.526423  0.402244  0.101988  0.495733  0.058724  0.057099  0.062784  0.063149  0.049083  0.066665  0.023348  0.024528  0.482836  0.470573  0.075565  0.489180  0.052889  0.060214  0.478879  0.476458  0.045431  0.484082  0.047695  0.054884  1.000000  0.679698 -0.187190  0.921819  0.017999  0.023251 -0.016579  0.315734  0.308230  0.284270  0.279351  0.282878 -0.016602  0.315735  0.308228  0.284275  0.279564  0.282934  0.001150  0.030958  0.011370  0.005402  0.306762  0.305613 -0.026105  0.450174  0.440890  0.426769  0.310252  0.307153 -0.025438  0.457423  0.448000  0.432165  0.310123  0.307728  0.160086  0.532443  0.513349  0.508212  0.244641  0.239116  0.040684 -0.025341 -0.061644  0.026061 -0.050908 -0.055878 -0.021021 -0.035620 -0.037171 -0.032821  0.020680  0.022282 -0.003278 -0.091058 -0.113261 -0.031990 -0.019744 -0.020478 -0.029233 -0.250466 -0.248973 -0.152978 -0.022337 -0.022520  0.040763 -0.074433 -0.081031  0.013293 -0.047168 -0.050354  0.059106 -0.020710 -0.043855  0.030737  0.027246  0.026814 -0.003748  0.072021  0.064788  0.059217  0.031429  0.032962 -0.037587 -0.006397  0.043567 -0.028928 -0.103381 -0.106856 -0.067442  0.042470  0.043860  0.010716 -0.108175 -0.108185 -0.159529 -0.031022  0.134373 -0.109559 -0.117622 -0.117465 -0.038950  0.061258  0.076685  0.031262 -0.141658 -0.143486 -0.003798  0.041505  0.035799  0.017032  0.052553  0.053267  0.113478 -0.054849  0.034697 -0.104453 -0.054678 -0.033577
