            0         1         2         3         4         5         6         7         8         9        10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99       100       101       102       103       104       105       106       107       108       109       110       111       112       113       114       115       116       117       118       119       120       121       122       123       124       125       126       127       128       129       130       131       132       133       134       135       136       137       138       139       140       141       142       143       144       145       146       147       148       149       150       151       152       153       154       155       156       157       158       159       160       161       162       163       164
39   0.131208 -0.049606  0.100753 -0.060772 -0.007764 -0.062989 -0.014338  0.170653  0.143195 -0.004060  0.168447  0.013111  0.005085 -0.007769  0.008921 -0.006321  0.135747  0.186299  0.137259  0.149395  0.157066  0.341387  0.198881 -0.019482  0.279733  0.035976  0.034060  0.341396  0.198867 -0.019481  0.279725  0.036034  0.034115  0.060536  0.054167 -0.010338  0.059861  0.007691  0.007809  1.000000  0.898825 -0.021624  0.964237  0.028464  0.032916  0.989388  0.945667 -0.050149  0.977173  0.025039  0.029328  0.485039  0.281847 -0.163453  0.420130  0.004576  0.007406 -0.020522  0.140337  0.123077  0.105250  0.166438  0.169447 -0.020521  0.140326  0.123071  0.105255  0.166502  0.169394 -0.005238  0.025261  0.005597 -0.000654  0.184769  0.183215 -0.025562  0.773399  0.762978  0.742079  0.187511  0.184717 -0.024409  0.870280  0.864706  0.840964  0.187904  0.185406  0.108603  0.271301  0.261095  0.269470  0.146056  0.143024  0.015062 -0.032231 -0.066997 -0.001495  0.003589  0.001024  0.079069  0.073780 -0.038654  0.075891 -0.000065  0.000769 -0.056872 -0.096612 -0.075816 -0.073746 -0.005611 -0.006168  0.155920  0.006450 -0.183706  0.085817 -0.008368 -0.008434 -0.019740 -0.070717 -0.064791 -0.039571 -0.019253 -0.020930 -0.057969 -0.092291 -0.062103 -0.080217  0.003916  0.003582  0.011064  0.047164  0.039706  0.038275  0.038257  0.040817  0.060379  0.026222 -0.065985  0.044385 -0.038850 -0.039930 -0.066501  0.082382  0.090095  0.057946 -0.079091 -0.079086  0.054565  0.081876  0.033042  0.080898 -0.045615 -0.045950 -0.090081  0.021354  0.050406 -0.011309 -0.115811 -0.118210 -0.006849  0.002209  0.006105  0.004361  0.038900  0.039743
40   0.124977 -0.032223  0.038390 -0.047631 -0.008296 -0.050484  0.002735  0.145246  0.133473  0.024500  0.147926 -0.055689 -0.055523 -0.008307  0.013959 -0.004311  0.127477  0.170646  0.125564  0.106140  0.113602  0.298712  0.283322  0.124260  0.313379  0.058267  0.058020  0.298718  0.283311  0.124261  0.313379  0.058333  0.058080  0.051634  0.061250  0.038605  0.053790  0.046526  0.046637  0.898825  1.000000  0.407102  0.977928  0.054046  0.059526  0.895473  0.962544  0.312400  0.939503  0.045301  0.050651  0.472684  0.385730  0.018912  0.472354  0.016553  0.020429 -0.015509  0.208644  0.191985  0.172298  0.199913  0.202155 -0.015506  0.208635  0.191979  0.172304  0.199985  0.202131 -0.005711  0.028425  0.006412 -0.000492  0.241171  0.239867 -0.018499  0.857208  0.847587  0.828041  0.226892  0.223212 -0.019884  0.879142  0.872945  0.850711  0.227487  0.224028  0.147711  0.357246  0.341130  0.355149  0.178343  0.174670  0.004177 -0.020462 -0.030324 -0.002861 -0.013783 -0.014786  0.042112  0.033633 -0.041440  0.036339 -0.009764 -0.009556 -0.066775 -0.092745 -0.058311 -0.079010 -0.011370 -0.011285  0.087021 -0.026576 -0.127888  0.031177 -0.025876 -0.025973 -0.025942 -0.047901 -0.026951 -0.028514 -0.021867 -0.023701 -0.064715 -0.074463 -0.028911 -0.070320  0.024816  0.024825  0.007873  0.055597  0.047995  0.045430  0.019660  0.022350  0.024606 -0.007820 -0.076267  0.007640 -0.041046 -0.042410 -0.075295  0.072058  0.074970  0.039937 -0.083986 -0.083998 -0.003475  0.039875  0.048554  0.024886 -0.062758 -0.062965 -0.098192  0.014480  0.041951 -0.023783 -0.110480 -0.112584 -0.007538  0.000406  0.002786 -0.000400  0.045091  0.045954
41   0.004188 -0.011498 -0.138828 -0.008554 -0.004380 -0.010150  0.012471 -0.021794  0.002047  0.063498 -0.010554 -0.171193 -0.162844 -0.004385  0.007988  0.000340  0.002005 -0.003447 -0.003727 -0.074663 -0.073127 -0.024259  0.244996  0.351004  0.150154  0.060964  0.061303 -0.024263  0.245012  0.351006  0.150171  0.060993  0.061326 -0.007439  0.009070  0.089091 -0.001194  0.095477  0.095423 -0.021624  0.407102  1.000000  0.219939  0.067468  0.069563 -0.008306  0.234741  0.849369  0.117410  0.054149  0.056250  0.077886  0.293268  0.402300  0.214055  0.031981  0.034182  0.003060  0.194475  0.199817  0.191744  0.117562  0.117338  0.003064  0.194488  0.199818  0.191752  0.117595  0.117403 -0.002503  0.001730 -0.000891 -0.001622  0.180429  0.180976  0.006286  0.344097  0.347885  0.346687  0.136573  0.135434  0.000662  0.201873  0.202451  0.200577  0.137240  0.135985  0.112606  0.254287  0.249884  0.262192  0.111774  0.110539 -0.021002  0.008699  0.066300 -0.002822 -0.042877 -0.042025 -0.076507 -0.085591 -0.014712 -0.083670 -0.017290 -0.017334 -0.033692 -0.026034  0.013167 -0.029115 -0.013503 -0.012897 -0.124190 -0.092396  0.082188 -0.117213 -0.043028 -0.043014 -0.017574  0.015239  0.061824  0.014257 -0.006941 -0.008019 -0.027028  0.020063  0.065129  0.006220  0.052935  0.053166 -0.008182  0.022003  0.025809  0.023622 -0.036787 -0.036317 -0.077536 -0.082362 -0.039105 -0.082882 -0.014592 -0.015402 -0.034069 -0.021955 -0.023854 -0.035110 -0.031585 -0.031727 -0.125222 -0.090416  0.044828 -0.121984 -0.055453 -0.055320 -0.036740 -0.022933 -0.012698 -0.032568 -0.014127 -0.014015 -0.003182 -0.006654 -0.008721 -0.012465  0.022535  0.022902
42   0.127801 -0.052128  0.065751 -0.060825 -0.008595 -0.064507  0.000540  0.160160  0.138259  0.009056  0.160410 -0.024183 -0.028853 -0.008601  0.009462 -0.006236  0.131883  0.180475  0.132883  0.127535  0.135309  0.324683  0.244420  0.055752  0.302960  0.049938  0.047983  0.324691  0.244410  0.055753  0.302956  0.050001  0.048041  0.056868  0.053304  0.007349  0.057529  0.032022  0.032133  0.964237  0.977928  0.219939  1.000000  0.044637  0.049359  0.958109  0.973782  0.145489  0.978595  0.038051  0.042635  0.491398  0.339345 -0.072992  0.458487  0.012049  0.015242 -0.019063  0.176105  0.160930  0.142145  0.186261  0.189182 -0.019061  0.176097  0.160925  0.142152  0.186331  0.189144 -0.005663  0.024151  0.004974 -0.001108  0.217818  0.216418 -0.022671  0.840234  0.831726  0.811232  0.210728  0.207918 -0.023078  0.892548  0.887694  0.864274  0.211237  0.208689  0.134407  0.320272  0.308645  0.321950  0.165021  0.161861  0.009796 -0.030353 -0.051672 -0.002575 -0.006908 -0.008778  0.057944  0.050690 -0.040747  0.053181 -0.006169 -0.005404 -0.062624 -0.100463 -0.071869 -0.078324 -0.008902 -0.009471  0.123115 -0.015181 -0.161160  0.055747 -0.018469 -0.018527 -0.023079 -0.066608 -0.050772 -0.036225 -0.021157 -0.023460 -0.062150 -0.086083 -0.047131 -0.077113  0.014940  0.014669  0.009525  0.049918  0.043790  0.042145  0.028690  0.031226  0.039671  0.005471 -0.072921  0.023004 -0.040930 -0.042117 -0.071822  0.074175  0.081544  0.047981 -0.082824 -0.082911  0.024651  0.057534  0.041142  0.049932 -0.055071 -0.055378 -0.095390  0.014188  0.044924 -0.019014 -0.114539 -0.116893 -0.007175  0.000414  0.003705  0.001198  0.041656  0.042574
43  -0.003926 -0.005239 -0.017151 -0.005007 -0.000008 -0.004833 -0.010942  0.010319 -0.002679 -0.037638  0.003520 -0.019075 -0.019775 -0.000005  0.000313 -0.010412 -0.002877  0.001926 -0.004751 -0.009683 -0.009613  0.013061  0.010178  0.004673  0.012970  0.578463  0.567080  0.013065  0.010178  0.004670  0.012971  0.577578  0.566205  0.003559 -0.003629 -0.041342  0.000544  0.312905  0.315251  0.028464  0.054046  0.067468  0.044637  1.000000  0.979689  0.029941  0.039705  0.039469  0.035884  0.965204  0.945764  0.053251  0.030834 -0.014545  0.047234  0.641972  0.636694 -0.010316  0.037146  0.043035  0.038867  0.051898  0.052427 -0.010320  0.037147  0.043033  0.038866  0.052003  0.052457  0.001495  0.001648  0.002911  0.003135  0.037870  0.038621  0.000371  0.054525  0.056828  0.056480  0.045277  0.045800  0.000547  0.049907  0.052468  0.052163  0.045212  0.045774  0.020825  0.053592  0.054906  0.056429  0.029093  0.029022  0.011259  0.007505 -0.003661  0.009296  0.030707  0.028604  0.018156  0.020955  0.008230  0.020094 -0.072305 -0.070813  0.014229 -0.005671 -0.035685  0.004551  0.016643  0.012279  0.022691 -0.025061 -0.073163  0.000756 -0.019457 -0.018256  0.006832 -0.020327 -0.043963 -0.011421  0.019681  0.015417  0.012703 -0.016239 -0.030957 -0.003693  0.068269  0.067674  0.003346 -0.000773  0.000710  0.001233  0.001153  0.000952  0.018639  0.018397  0.008610  0.019792 -0.017613 -0.018210  0.006405 -0.009270 -0.005618 -0.004887  0.003652  0.003237 -0.003283 -0.007456 -0.001455 -0.008312 -0.003891 -0.004254  0.013901 -0.005099 -0.006856 -0.001495  0.000136  0.000564 -0.006989  0.001403  0.001490 -0.001771  0.027998  0.027287
44  -0.002928 -0.003728 -0.025836 -0.007052 -0.000963 -0.006865 -0.011821  0.012222 -0.001724 -0.039917  0.005203 -0.030265 -0.032179 -0.000963  0.001843 -0.009718 -0.002063  0.002539 -0.003792 -0.007412 -0.007985  0.016329  0.016022  0.008119  0.017288  0.567595  0.570624  0.016333  0.016021  0.008116  0.017290  0.566710  0.569708  0.004230 -0.001165 -0.040007  0.001205  0.311038  0.313912  0.032916  0.059526  0.069563  0.049359  0.979689  1.000000  0.034402  0.045232  0.042353  0.040698  0.946062  0.964646  0.060461  0.028215 -0.022609  0.050771  0.648163  0.652859 -0.012021  0.042426  0.047283  0.041977  0.056598  0.056584 -0.012026  0.042426  0.047280  0.041975  0.056822  0.056753  0.002740  0.003443  0.003777  0.003868  0.042713  0.043376  0.001754  0.060121  0.061942  0.061699  0.050297  0.050777  0.002084  0.056115  0.058368  0.058240  0.050642  0.051227  0.026660  0.056714  0.057661  0.062182  0.033651  0.033383  0.013363  0.005760 -0.008403  0.010326  0.033461  0.031766  0.019963  0.023800  0.011667  0.022592 -0.083542 -0.082964  0.017666 -0.007055 -0.042451  0.006039  0.017597  0.012438  0.028676 -0.033219 -0.088051 -0.001263 -0.021358 -0.020025  0.008614 -0.024429 -0.049894 -0.012322  0.009187  0.004124  0.014863 -0.019934 -0.035838 -0.004674  0.077488  0.077123  0.004666 -0.000939  0.000760  0.001774  0.001672  0.001346  0.021171  0.020676  0.010135  0.022509 -0.017888 -0.018176  0.008483 -0.009792 -0.006232 -0.005424  0.002470  0.001952 -0.003140 -0.012123 -0.003912 -0.011592 -0.006067 -0.006349  0.016869 -0.008211 -0.008884 -0.002628 -0.001585 -0.001236 -0.007823  0.001423  0.001307 -0.002739  0.028885  0.028574
45   0.132881 -0.050300  0.094956 -0.061223 -0.007998 -0.063206 -0.017091  0.174329  0.145396 -0.005945  0.171804  0.012465  0.004493 -0.008002  0.006280 -0.007332  0.138098  0.191538  0.141078  0.149870  0.157457  0.327133  0.189106 -0.020553  0.267147  0.036929  0.035000  0.327142  0.189092 -0.020553  0.267139  0.036987  0.035055  0.057632  0.051100 -0.012114  0.056835  0.009869  0.009989  0.989388  0.895473 -0.008306  0.958109  0.029941  0.034402  1.000000  0.957707 -0.044622  0.988724  0.025791  0.030093  0.483944  0.280631 -0.163759  0.418927  0.004468  0.007308 -0.020810  0.132598  0.116038  0.098605  0.163161  0.166216 -0.020808  0.132588  0.116033  0.098610  0.163226  0.166155 -0.005794  0.023240  0.004393 -0.001612  0.177622  0.175991 -0.026236  0.800054  0.791896  0.771146  0.183540  0.180942 -0.025587  0.875131  0.870863  0.847142  0.183922  0.181559  0.116982  0.271012  0.259001  0.272713  0.141333  0.138371  0.015721 -0.032247 -0.067739 -0.001020  0.003111  0.000543  0.074381  0.068757 -0.038774  0.070926 -0.001457 -0.000672 -0.057703 -0.097675 -0.076626 -0.074749 -0.005809 -0.006396  0.154625  0.004719 -0.184159  0.084141 -0.009666 -0.009730 -0.026042 -0.075018 -0.066661 -0.046115 -0.019312 -0.021052 -0.058095 -0.092573 -0.062324 -0.080434  0.003883  0.003542  0.010454  0.045635  0.038618  0.037142  0.042810  0.045304  0.055218  0.021449 -0.066308  0.039370 -0.041884 -0.043065 -0.067639  0.075872  0.083600  0.051608 -0.075172 -0.075233  0.050034  0.075712  0.032718  0.074682 -0.044078 -0.044407 -0.090278  0.017274  0.046700 -0.014500 -0.110847 -0.113231 -0.006769 -0.001253  0.002456  0.001184  0.038467  0.039330
46   0.135650 -0.045691  0.045023 -0.058126 -0.009014 -0.060249 -0.012445  0.160884  0.146010  0.025065  0.163635 -0.053649 -0.058043 -0.009023  0.011401 -0.006225  0.139380  0.188949  0.138624  0.116626  0.124642  0.309293  0.292263  0.129850  0.325030  0.049916  0.048744  0.309299  0.292255  0.129851  0.325030  0.049983  0.048806  0.053115  0.056569  0.029430  0.055037  0.021849  0.021989  0.945667  0.962544  0.234741  0.973782  0.039705  0.045232  0.957707  1.000000  0.239973  0.988470  0.032992  0.038393  0.481661  0.381094  0.008386  0.476123  0.011133  0.015039 -0.016460  0.215171  0.199122  0.178797  0.204616  0.207376 -0.016457  0.215166  0.199117  0.178804  0.204688  0.207346 -0.006488  0.025551  0.004871 -0.001655  0.242202  0.240871 -0.023652  0.852589  0.842557  0.821586  0.232193  0.228770 -0.023662  0.908767  0.902282  0.878309  0.232791  0.229569  0.140074  0.357120  0.346635  0.354844  0.182025  0.178474  0.007331 -0.023150 -0.033915 -0.000333 -0.016183 -0.018507  0.049118  0.040668 -0.042909  0.043416  0.007288  0.007935 -0.068858 -0.099833 -0.062414 -0.081841 -0.011921 -0.012224  0.103849 -0.024903 -0.144533  0.041057 -0.019613 -0.019741 -0.032200 -0.060233 -0.033605 -0.035864 -0.022728 -0.024585 -0.066720 -0.077814 -0.030334 -0.072779  0.019123  0.018914  0.008502  0.056887  0.050358  0.048053  0.022301  0.025123  0.029994 -0.004351 -0.078090  0.012509 -0.049957 -0.051503 -0.077770  0.071249  0.076077  0.040420 -0.089754 -0.089873  0.002501  0.047024  0.053039  0.032073 -0.067615 -0.067883 -0.101184  0.014227  0.045062 -0.022806 -0.118082 -0.120370 -0.007502 -0.002913 -0.000264 -0.002824  0.044314  0.045291
47   0.011738 -0.021247 -0.181419 -0.016871 -0.005655 -0.017690  0.000208 -0.028305  0.009225  0.104412 -0.009798 -0.245945 -0.239070 -0.005663  0.010677  0.000415  0.008647  0.000951 -0.001556 -0.107250 -0.104624 -0.026663  0.387379  0.547461  0.243350  0.051463  0.051398 -0.026671  0.387406  0.547467  0.243377  0.051500  0.051430 -0.009545  0.011250  0.129105 -0.000175  0.046521  0.046499 -0.050149  0.312400  0.849369  0.145489  0.039469  0.042353 -0.044622  0.239973  1.000000  0.099396  0.030072  0.032993  0.047156  0.375044  0.600183  0.248320  0.027495  0.030511  0.006627  0.308886  0.316909  0.304465  0.165776  0.166031  0.006633  0.308907  0.316910  0.304478  0.165813  0.166134 -0.003396  0.002075 -0.001295 -0.002207  0.253802  0.254659 -0.001059  0.255471  0.252752  0.249520  0.193605  0.192156 -0.003299  0.203521  0.199522  0.195586  0.194498  0.192962  0.091265  0.328257  0.343697  0.322330  0.162110  0.160608 -0.026803  0.017253  0.106504  0.002518 -0.073265 -0.073856 -0.089182 -0.100331 -0.018711 -0.097964  0.036941  0.037487 -0.043777 -0.030563  0.030783 -0.034212 -0.022355 -0.021890 -0.160580 -0.121219  0.110317 -0.152101 -0.036896 -0.036961 -0.023326  0.023162  0.095802  0.026167 -0.011865 -0.012892 -0.035395  0.038951  0.105724  0.017557  0.055226  0.055302 -0.009369  0.036779  0.042915  0.040302 -0.069727 -0.068827 -0.090856 -0.097703 -0.049571 -0.097943 -0.035146 -0.036245 -0.042201 -0.022954 -0.025730 -0.039905 -0.062149 -0.062394 -0.164666 -0.103657  0.076704 -0.151504 -0.092536 -0.092426 -0.046341 -0.019532 -0.004552 -0.031871 -0.038939 -0.038869 -0.003135 -0.008587 -0.011566 -0.016302  0.023512  0.024071
48   0.133963 -0.053641  0.068978 -0.063461 -0.008799 -0.065964 -0.013351  0.169369  0.145434  0.008176  0.169433 -0.021578 -0.028361 -0.008803  0.007010 -0.007294  0.138834  0.191623  0.141029  0.133517  0.141449  0.321566  0.242072  0.055566  0.300005  0.044368  0.042366  0.321574  0.242062  0.055567  0.300002  0.044431  0.042425  0.055956  0.051924  0.005047  0.056458  0.017264  0.017386  0.977173  0.939503  0.117410  0.978595  0.035884  0.040698  0.988724  0.988470  0.099396  1.000000  0.030508  0.035183  0.489108  0.331993 -0.079796  0.453049  0.008641  0.011873 -0.019495  0.174285  0.159160  0.140261  0.185353  0.188464 -0.019493  0.174279  0.159156  0.140268  0.185423  0.188417 -0.006255  0.023087  0.004067 -0.001974  0.212146  0.210616 -0.025912  0.835709  0.827425  0.806273  0.209530  0.206842 -0.025669  0.900856  0.896180  0.871962  0.210031  0.207566  0.130677  0.315803  0.305835  0.317365  0.163144  0.160011  0.011843 -0.030095 -0.053071 -0.000859 -0.007222 -0.009871  0.061079  0.053891 -0.041213  0.056387  0.003233  0.004098 -0.063554 -0.102017 -0.072627 -0.079379 -0.009013 -0.009593  0.131497 -0.012639 -0.168509  0.062118 -0.014878 -0.014949 -0.029189 -0.072416 -0.054142 -0.043015 -0.021022 -0.023051 -0.062744 -0.087224 -0.047877 -0.077986  0.011484  0.011175  0.009630  0.050402  0.044467  0.042807  0.032406  0.034977  0.041796  0.007184 -0.073028  0.025037 -0.046615 -0.047897 -0.073059  0.072372  0.079839  0.046008 -0.083472 -0.083621  0.026884  0.060327  0.042914  0.052821 -0.056335 -0.056656 -0.096303  0.013976  0.045568 -0.019083 -0.115610 -0.118032 -0.007110 -0.002574  0.000690 -0.001236  0.041226  0.042185
49  -0.004372 -0.006494 -0.013860 -0.005406 -0.000105 -0.005285 -0.011206  0.010128 -0.003379 -0.039215  0.003065 -0.022585 -0.023342 -0.000102  0.000760 -0.009881 -0.003250  0.001352 -0.004809 -0.012074 -0.011900  0.010985  0.008136  0.003728  0.010762  0.579986  0.568636  0.010988  0.008136  0.003725  0.010763  0.579111  0.567764  0.003445 -0.003709 -0.041581  0.000426  0.311993  0.314393  0.025039  0.045301  0.054149  0.038051  0.965204  0.946062  0.025791  0.032992  0.030072  0.030508  1.000000  0.980187  0.046693  0.024838 -0.015057  0.040469  0.653350  0.648019 -0.012021  0.038275  0.044598  0.039883  0.048463  0.048826 -0.012026  0.038278  0.044596  0.039882  0.048559  0.048843  0.000392  0.001344  0.002679  0.002850  0.034218  0.035264  0.000158  0.046578  0.048751  0.048419  0.041349  0.041986  0.000348  0.045930  0.048429  0.048105  0.041671  0.042094  0.026570  0.051184  0.050390  0.056026  0.026425  0.026409  0.011000  0.006537 -0.005307  0.008634  0.035157  0.033198  0.013995  0.016751  0.009234  0.015864 -0.076458 -0.074996  0.014492 -0.006074 -0.036887  0.004409  0.013270  0.008939  0.020789 -0.024358 -0.067944 -0.000008 -0.023990 -0.022763  0.006848 -0.020359 -0.043662 -0.011268  0.015208  0.010750  0.012399 -0.015334 -0.029204 -0.003224  0.070524  0.070009  0.003861 -0.001511 -0.000141  0.000533 -0.001192 -0.001512  0.014707  0.014467  0.007666  0.015856 -0.018290 -0.019066  0.008333 -0.010025 -0.006678 -0.005073  0.002863  0.002365 -0.004598 -0.011495 -0.004187 -0.011581 -0.002386 -0.002802  0.018204 -0.004929 -0.007771 -0.000027 -0.000866 -0.000366 -0.007637  0.000648  0.000567 -0.002974  0.027895  0.027292
50  -0.003406 -0.004490 -0.022184 -0.006776 -0.000763 -0.006812 -0.010829  0.011950 -0.002437 -0.041515  0.004659 -0.033108 -0.035020 -0.000767  0.006199 -0.009701 -0.002473  0.002076 -0.004090 -0.010253 -0.010752  0.014174  0.014217  0.007301  0.015072  0.569290  0.572445  0.014178  0.014216  0.007298  0.015073  0.568412  0.571550  0.004086 -0.001432 -0.040997  0.000995  0.309736  0.312649  0.029328  0.050651  0.056250  0.042635  0.945764  0.964646  0.030093  0.038393  0.032993  0.035183  0.980187  1.000000  0.053768  0.022678 -0.022716  0.044124  0.659224  0.663862 -0.012348  0.043627  0.048718  0.043271  0.052782  0.052586 -0.012353  0.043628  0.048715  0.043269  0.052994  0.052732  0.001509  0.003209  0.003656  0.003696  0.038894  0.039849  0.001552  0.052012  0.053691  0.053457  0.046295  0.046865  0.001865  0.051939  0.054120  0.053962  0.046918  0.047324  0.032572  0.054325  0.052867  0.061638  0.030501  0.030289  0.012998  0.005013 -0.009660  0.009691  0.037574  0.036069  0.015552  0.019479  0.013261  0.018224 -0.087056 -0.086577  0.017464 -0.007268 -0.042914  0.005628  0.013808  0.008662  0.026205 -0.032433 -0.082391 -0.002173 -0.026176 -0.024786  0.008634 -0.023951 -0.049249 -0.012117  0.004804 -0.000253  0.014476 -0.018504 -0.033566 -0.004093  0.079170  0.078884  0.004776 -0.001806 -0.000232  0.000844 -0.001106 -0.001537  0.017287  0.016930  0.009344  0.018674 -0.018335 -0.018816  0.010057 -0.010514 -0.007447 -0.005966  0.001215  0.000639 -0.004535 -0.016019 -0.006766 -0.014744 -0.004875 -0.005219  0.021044 -0.008140 -0.010292 -0.001749 -0.003024 -0.002578 -0.008256  0.000804  0.000430 -0.003800  0.028949  0.028743
51   0.112519 -0.094241 -0.192643 -0.104050  0.034378 -0.108432 -0.014832  0.127685  0.120515  0.038705  0.133247 -0.092403 -0.100403  0.034373  0.007468 -0.003121  0.108803  0.132963  0.093809  0.128840  0.135599  0.522967  0.399684  0.100979  0.492465  0.058668  0.057050  0.522999  0.399682  0.100982  0.492476  0.058526  0.056867  0.062259  0.062600  0.048650  0.066108  0.023885  0.025056  0.485039  0.472684  0.077886  0.491398  0.053251  0.060461  0.483944  0.481661  0.047156  0.489108  0.046693  0.053768  1.000000  0.682563 -0.186484  0.922731  0.017569  0.022796 -0.016493  0.313591  0.306226  0.282456  0.279831  0.283309 -0.016516  0.313592  0.306223  0.282462  0.280031  0.283356  0.001109  0.030659  0.011253  0.005339  0.309701  0.308571 -0.024951  0.455313  0.446067  0.432760  0.311128  0.308062 -0.024960  0.462557  0.453490  0.438043  0.311266  0.308896  0.169486  0.534759  0.512460  0.511809  0.242223  0.236771  0.036406 -0.027078 -0.061513  0.022290 -0.050297 -0.055250 -0.025300 -0.040045 -0.037070 -0.037224  0.020329  0.021922 -0.011756 -0.093973 -0.112807 -0.038292 -0.018845 -0.019566 -0.032132 -0.250950 -0.247107 -0.154312 -0.022372 -0.022552  0.037310 -0.072817 -0.080868  0.012123 -0.046543 -0.049695  0.057672 -0.021258 -0.043891  0.029634  0.026872  0.026440 -0.003582  0.071051  0.063832  0.058350  0.033837  0.035356 -0.041326 -0.009580  0.043819 -0.032404 -0.101000 -0.104434 -0.067388  0.039438  0.040178  0.007567 -0.107397 -0.107412 -0.160470 -0.033953  0.132535 -0.111800 -0.117841 -0.117681 -0.035421  0.059817  0.074057  0.030753 -0.137974 -0.139781 -0.003594  0.041084  0.035354  0.016737  0.048913  0.049615
52   0.094219  0.064015 -0.196066  0.099629  0.038033  0.095311  0.061005  0.053002  0.084989  0.080831  0.064650 -0.135963 -0.108202  0.038020  0.010741  0.049283  0.086963  0.088256  0.092940  0.023279  0.027726  0.352504  0.471138  0.324876  0.455439  0.064732  0.071639  0.352530  0.471140  0.324874  0.455464  0.064581  0.071459  0.033470  0.064261  0.105708  0.039622  0.016456  0.016403  0.281847  0.385730  0.293268  0.339345  0.030834  0.028215  0.280631  0.381094  0.375044  0.331993  0.024838  0.022678  0.682563  1.000000  0.528996  0.893184 -0.020045 -0.021146  0.067185  0.407121  0.389898  0.386109  0.295759  0.296868  0.067189  0.407111  0.389880  0.386107  0.295834  0.296784  0.013203  0.047997  0.024103  0.017297  0.345097  0.344296  0.079374  0.372404  0.355684  0.359269  0.334175  0.328039  0.077431  0.368319  0.353452  0.358211  0.330591  0.325037  0.227932  0.625823  0.569912  0.591895  0.263213  0.256341 -0.013049  0.069431  0.119102  0.016923 -0.065977 -0.062526 -0.183975 -0.156511  0.141141 -0.165438  0.088815  0.087437 -0.091596 -0.001235  0.077874 -0.069632 -0.024240 -0.023898 -0.287286 -0.132845  0.158671 -0.227308 -0.010557 -0.011125 -0.015227  0.069816  0.065310  0.005731 -0.013838 -0.011857  0.035031  0.162018  0.152212  0.105492  0.029717  0.031156  0.020655  0.099538  0.083040  0.079466 -0.017343 -0.014681 -0.144203 -0.104349  0.006795 -0.139895 -0.084092 -0.089245 -0.110295  0.036416  0.017587 -0.026070 -0.099357 -0.099531 -0.235019 -0.068808  0.144604 -0.164850 -0.125265 -0.124704 -0.088074  0.085007  0.087129  0.015963 -0.107589 -0.108154  0.018493  0.046301  0.037414  0.032097  0.050960  0.050438
53  -0.021342  0.047921 -0.147553  0.090713  0.003447  0.091157  0.031586 -0.068998 -0.031081  0.066245 -0.057809 -0.181787 -0.155499  0.003445  0.000133  0.028389 -0.024824 -0.041716 -0.013032 -0.147214 -0.148151 -0.114974  0.254745  0.438599  0.114972  0.008816  0.013420 -0.114976  0.254766  0.438596  0.114998  0.008718  0.013329 -0.024280 -0.006529  0.065869 -0.020135  0.009610  0.008742 -0.163453  0.018912  0.402300 -0.072992 -0.014545 -0.022609 -0.163759  0.008386  0.600183 -0.079796 -0.015057 -0.022716 -0.186484  0.528996  1.000000  0.183848 -0.036227 -0.041714  0.053960  0.263723  0.271212  0.276344  0.117646  0.116243  0.053979  0.263736  0.271203  0.276346  0.117507  0.116110  0.010831  0.006113  0.007231  0.008172  0.182860  0.183314  0.068641  0.017607  0.017070  0.028955  0.142044  0.140206  0.067048  0.013765  0.014512  0.028450  0.137853  0.136035  0.106112  0.298895  0.288609  0.290146  0.123167  0.121388 -0.051723  0.075830  0.206986  0.002128 -0.062309 -0.057753 -0.205247 -0.179940  0.140966 -0.188196  0.104811  0.103224 -0.099189  0.020199  0.147488 -0.059918 -0.015965 -0.015658 -0.311585 -0.006414  0.401800 -0.174099  0.001146  0.001026 -0.055644  0.074018  0.123789 -0.009637  0.028187  0.031396 -0.017461  0.185990  0.233733  0.096121  0.031669  0.032639  0.001552  0.039162  0.040601  0.038287 -0.084816 -0.084060 -0.160974 -0.156855 -0.061413 -0.168304 -0.012817 -0.015012 -0.072060 -0.025362 -0.034517 -0.052987 -0.037449 -0.038022 -0.185277 -0.108021  0.069927 -0.159460 -0.068462 -0.068185 -0.078450  0.014196  0.021278 -0.020402 -0.010227 -0.009625  0.012840  0.002306 -0.002635  0.002183  0.018980  0.018442
